sub	run	trial	soa	audio	drive_Type	audio_Type	TTFF_FLWM	TTFF_HLWM	FLWM	HLWM
12	8	3	600	2	1	1	NA	NA	0	0
12	8	4	400	2	1	1	NA	NA	0	0
12	8	5	600	2	1	1	NA	NA	0	0
12	8	6	0	1	1	1	NA	NA	0	0
12	8	7	0	3	1	1	NA	NA	0	0
12	8	8	200	2	1	1	NA	NA	0	0
12	8	9	200	2	1	1	NA	NA	0	0
12	8	10	200	3	1	1	NA	NA	0	0
12	8	11	400	1	1	1	NA	NA	0	0
12	8	12	0	1	1	1	NA	NA	0	0
12	8	13	200	1	1	1	NA	NA	0	0
12	8	14	400	3	1	1	NA	NA	0	0
12	8	15	600	1	1	1	NA	NA	0	0
12	8	16	600	3	1	1	NA	NA	0	0
12	8	17	600	1	1	1	NA	NA	0	0
12	8	18	200	3	1	1	NA	NA	0	0
12	8	19	400	2	1	1	NA	NA	0	0
12	8	20	600	3	1	1	NA	NA	0	0
12	8	21	200	1	1	1	NA	NA	0	0
12	8	22	0	3	1	1	NA	NA	0	0
12	8	23	400	3	1	1	NA	NA	0	0
12	8	24	0	2	1	1	NA	NA	0	0
13	2	1	200	1	1	1	0.4492772	NA	1	0
13	2	2	400	1	1	1	0.1497622	NA	1	0
13	2	3	200	2	1	1	0.5656188	NA	1	0
13	2	4	200	1	1	1	0.9650711	NA	1	0
13	2	5	0	3	1	1	NA	0.8651455	0	1
13	2	6	400	1	1	1	0.4327863	NA	1	0
13	2	7	0	3	1	1	0.7321181	NA	1	0
13	2	8	0	2	1	1	0.8486082	NA	1	0
13	2	9	200	3	1	1	1.1813827	0.515811	1	1
13	2	10	200	2	1	1	0.648945	NA	1	0
13	2	11	0	2	1	1	0.6156503	NA	1	0
13	2	12	200	3	1	1	0.6988612	NA	1	0
13	2	13	400	3	1	1	0.249595	NA	1	0
13	2	14	0	1	1	1	NA	0.5822718	0	1
13	2	15	400	2	1	1	0.2495906	NA	1	0
13	2	16	600	3	1	1	0.748876	NA	1	0
13	2	17	600	2	1	1	0.5158071	NA	1	0
13	2	18	600	2	1	1	0	NA	1	0
13	2	19	0	1	1	1	0.8319793	NA	1	0
13	2	20	600	3	1	1	0.8319825	0.3827114	1	1
13	2	21	600	1	1	1	0.4326048	NA	1	0
13	2	22	400	2	1	1	0.5657378	NA	1	0
13	2	23	400	3	1	1	NA	0.5657288	0	1
13	2	24	600	1	1	1	0.5490177	NA	1	0
13	6	1	0	2	2	1	NA	NA	0	0
13	6	2	600	2	2	1	NA	NA	0	0
13	6	3	400	1	2	1	NA	0.6823217	0	1
13	6	4	400	2	2	1	NA	NA	0	0
13	6	5	200	1	2	1	NA	NA	0	0
13	6	6	400	3	2	1	NA	0.5490831	0	1
13	6	7	0	1	2	1	NA	0.8153348	0	1
13	6	8	0	3	2	1	0.6822374	NA	1	0
13	6	9	600	2	2	1	NA	0.3993476	0	1
13	6	10	400	1	2	1	NA	0.3660688	0	1
13	6	11	200	2	2	1	NA	NA	0	0
13	6	12	0	1	2	1	NA	NA	0	0
13	6	13	600	3	2	1	NA	NA	0	0
13	6	14	200	2	2	1	NA	NA	0	0
13	6	15	0	3	2	1	NA	0.5658512	0	1
13	6	16	200	1	2	1	0.6822251	NA	1	0
13	6	17	600	3	2	1	NA	NA	0	0
13	6	18	200	3	2	1	NA	NA	0	0
13	6	19	400	3	2	1	0.6156505	NA	1	0
13	6	20	0	2	2	1	NA	NA	0	0
13	6	21	600	1	2	1	0	NA	1	0
13	6	22	400	2	2	1	NA	0.2329365	0	1
13	6	23	600	1	2	1	NA	NA	0	0
13	6	24	200	3	2	1	NA	NA	0	0
14	4	1	0	3	1	1	NA	NA	0	0
14	4	2	200	3	1	1	1.4642871	NA	1	0
14	4	3	600	3	1	1	NA	NA	0	0
14	4	4	400	3	1	1	NA	NA	0	0
14	4	5	400	1	1	1	NA	NA	0	0
14	4	6	200	1	1	1	NA	NA	0	0
14	4	7	0	1	1	1	NA	NA	0	0
14	4	8	600	2	1	1	NA	NA	0	0
14	4	9	600	3	1	1	NA	0.8652509	0	1
14	4	10	400	3	1	1	NA	0.6323108	0	1
14	4	11	600	2	1	1	NA	NA	0	0
14	4	12	200	1	1	1	NA	NA	0	0
14	4	13	400	2	1	1	NA	NA	0	0
14	4	14	0	1	1	1	NA	NA	0	0
14	4	15	600	1	1	1	NA	NA	0	0
14	4	16	0	3	1	1	NA	NA	0	0
14	4	17	0	2	1	1	NA	NA	0	0
14	4	18	600	1	1	1	NA	NA	0	0
14	4	19	400	1	1	1	NA	NA	0	0
14	4	20	200	2	1	1	NA	NA	0	0
14	4	21	200	3	1	1	NA	1.0649447	0	1
14	4	22	400	2	1	1	NA	NA	0	0
14	4	23	0	2	1	1	NA	NA	0	0
14	4	24	200	2	1	1	NA	NA	0	0
14	8	1	0	2	2	1	NA	NA	0	0
14	8	2	600	2	2	1	NA	NA	0	0
14	8	3	400	2	2	1	NA	NA	0	0
14	8	4	600	1	2	1	NA	NA	0	0
14	8	5	400	1	2	1	NA	NA	0	0
14	8	6	0	3	2	1	NA	1.1482611	0	1
14	8	7	0	1	2	1	NA	NA	0	0
14	8	8	400	3	2	1	NA	NA	0	0
14	8	9	600	3	2	1	NA	NA	0	0
14	8	10	400	1	2	1	0.8652565	NA	1	0
14	8	11	0	1	2	1	NA	NA	0	0
14	8	12	200	1	2	1	NA	NA	0	0
14	8	13	200	1	2	1	NA	NA	0	0
14	8	14	200	2	2	1	NA	NA	0	0
14	8	15	400	2	2	1	NA	NA	0	0
14	8	16	200	3	2	1	NA	NA	0	0
14	8	17	600	2	2	1	NA	NA	0	0
14	8	18	0	2	2	1	NA	NA	0	0
14	8	19	600	3	2	1	NA	NA	0	0
14	8	20	0	3	2	1	NA	NA	0	0
14	8	21	400	3	2	1	NA	NA	0	0
14	8	22	600	1	2	1	NA	NA	0	0
14	8	23	200	2	2	1	NA	NA	0	0
14	8	24	200	3	2	1	NA	NA	0	0
15	2	1	0	2	2	1	NA	NA	0	0
15	2	2	200	2	2	1	NA	0.7821509	0	1
15	2	3	200	2	2	1	NA	0.6489376	0	1
15	2	4	400	1	2	1	0.8819107	NA	1	0
15	2	5	400	3	2	1	NA	0.6988848	0	1
15	2	6	600	2	2	1	NA	0.7820745	0	1
15	2	7	400	3	2	1	NA	NA	0	0
15	2	8	200	1	2	1	1.0815738	NA	1	0
15	2	9	0	3	2	1	NA	0.7653995	0	1
15	2	10	600	2	2	1	NA	0.8985331	0	1
15	2	11	600	3	2	1	NA	0.648926	0	1
15	2	12	0	1	2	1	NA	0.9319157	0	1
15	2	13	200	1	2	1	NA	NA	0	0
15	2	14	0	1	2	1	NA	NA	0	0
15	2	15	200	3	2	1	0.6323205	NA	1	0
15	2	16	0	2	2	1	NA	0.9318227	0	1
15	2	17	600	1	2	1	0.7986868	NA	1	0
15	2	18	200	3	2	1	NA	0.8319127	0	1
15	2	19	400	2	2	1	NA	NA	0	0
15	2	20	400	2	2	1	NA	NA	0	0
15	2	21	600	3	2	1	0.6655817	NA	1	0
15	2	22	400	1	2	1	NA	NA	0	0
15	2	23	600	1	2	1	0.4326485	NA	1	0
15	2	24	0	3	2	1	1.1647637	NA	1	0
15	6	1	600	3	1	1	NA	0.4492697	0	1
15	6	2	600	1	1	1	NA	NA	0	0
15	6	3	400	1	1	1	NA	NA	0	0
15	6	4	200	2	1	1	0	NA	1	0
15	6	5	0	3	1	1	0.6156448	NA	1	0
15	6	6	0	2	1	1	NA	NA	0	0
15	6	7	400	2	1	1	0.7820685	NA	1	0
15	6	8	200	3	1	1	NA	0.7155225	0	1
15	6	9	0	3	1	1	NA	NA	0	0
15	6	10	400	2	1	1	NA	NA	0	0
15	6	11	200	2	1	1	NA	NA	0	0
15	6	12	600	1	1	1	NA	NA	0	0
15	6	13	200	1	1	1	NA	NA	0	0
15	6	14	0	2	1	1	1.4144759	NA	1	0
15	6	15	400	3	1	1	NA	NA	0	0
15	6	16	0	1	1	1	1.3311532	NA	1	0
15	6	17	600	3	1	1	NA	NA	0	0
15	6	18	200	3	1	1	0.6655769	NA	1	0
15	6	19	0	1	1	1	NA	NA	0	0
15	6	20	400	1	1	1	NA	0.7321409	0	1
15	6	21	200	1	1	1	NA	NA	0	0
15	6	22	600	2	1	1	0.6655662	NA	1	0
15	6	23	600	2	1	1	NA	NA	0	0
15	6	24	400	3	1	1	0.2995138	NA	1	0
16	4	1	400	3	2	1	NA	NA	0	0
16	4	2	200	1	2	1	NA	NA	0	0
16	4	3	600	1	2	1	NA	NA	0	0
16	4	4	0	1	2	1	NA	NA	0	0
16	4	5	0	3	2	1	NA	NA	0	0
16	4	6	400	2	2	1	NA	NA	0	0
16	4	7	400	1	2	1	NA	NA	0	0
16	4	8	200	3	2	1	NA	NA	0	0
16	4	9	600	2	2	1	NA	NA	0	0
16	4	10	400	3	2	1	NA	NA	0	0
16	4	11	200	1	2	1	NA	NA	0	0
16	4	12	400	1	2	1	NA	NA	0	0
16	4	13	200	3	2	1	NA	NA	0	0
16	4	14	0	1	2	1	NA	NA	0	0
16	4	15	400	2	2	1	NA	NA	0	0
16	4	16	0	3	2	1	NA	NA	0	0
16	4	17	200	2	2	1	NA	NA	0	0
16	4	18	0	2	2	1	NA	NA	0	0
16	4	19	0	2	2	1	NA	NA	0	0
16	4	20	600	3	2	1	NA	NA	0	0
16	4	21	600	1	2	1	NA	NA	0	0
16	4	22	600	2	2	1	NA	NA	0	0
16	4	23	600	3	2	1	NA	NA	0	0
16	4	24	200	2	2	1	NA	NA	0	0
16	8	1	200	3	1	1	NA	NA	0	0
16	8	2	0	2	1	1	NA	NA	0	0
16	8	3	600	3	1	1	NA	NA	0	0
16	8	4	200	2	1	1	NA	NA	0	0
16	8	5	0	3	1	1	NA	NA	0	0
16	8	6	400	2	1	1	NA	NA	0	0
16	8	7	200	3	1	1	NA	NA	0	0
16	8	8	400	2	1	1	NA	NA	0	0
16	8	9	400	1	1	1	NA	NA	0	0
16	8	10	400	1	1	1	NA	NA	0	0
16	8	11	400	3	1	1	NA	NA	0	0
16	8	12	200	1	1	1	NA	NA	0	0
16	8	13	600	1	1	1	NA	NA	0	0
16	8	14	200	2	1	1	NA	NA	0	0
16	8	15	600	2	1	1	NA	NA	0	0
16	8	16	400	3	1	1	NA	NA	0	0
16	8	17	0	1	1	1	NA	NA	0	0
16	8	18	200	1	1	1	NA	NA	0	0
16	8	19	600	1	1	1	NA	NA	0	0
16	8	20	0	1	1	1	NA	NA	0	0
16	8	21	600	3	1	1	NA	NA	0	0
16	8	22	0	3	1	1	NA	NA	0	0
16	8	23	0	2	1	1	NA	NA	0	0
16	8	24	600	2	1	1	NA	NA	0	0
17	2	1	600	3	1	1	NA	NA	0	0
17	2	2	200	2	1	1	NA	NA	0	0
17	2	3	400	3	1	1	NA	NA	0	0
17	2	4	0	2	1	1	NA	NA	0	0
17	2	5	0	1	1	1	NA	NA	0	0
17	2	6	600	2	1	1	NA	NA	0	0
17	2	7	200	1	1	1	NA	NA	0	0
17	2	8	0	1	1	1	NA	NA	0	0
17	2	9	200	2	1	1	NA	NA	0	0
17	2	10	0	3	1	1	NA	NA	0	0
17	2	11	400	2	1	1	NA	NA	0	0
17	2	12	200	3	1	1	NA	NA	0	0
17	2	13	200	3	1	1	NA	NA	0	0
17	2	14	400	1	1	1	NA	NA	0	0
17	2	15	600	1	1	1	NA	NA	0	0
17	2	16	600	2	1	1	NA	NA	0	0
17	2	17	200	1	1	1	NA	NA	0	0
17	2	18	600	3	1	1	NA	NA	0	0
17	2	19	0	3	1	1	NA	NA	0	0
17	2	20	0	2	1	1	NA	NA	0	0
17	2	21	400	1	1	1	NA	NA	0	0
17	2	22	400	3	1	1	NA	NA	0	0
17	2	23	400	2	1	1	NA	NA	0	0
17	2	24	600	1	1	1	NA	NA	0	0
17	6	1	600	3	2	1	NA	NA	0	0
17	6	2	600	2	2	1	NA	NA	0	0
17	6	3	0	1	2	1	NA	NA	0	0
17	6	4	400	2	2	1	NA	NA	0	0
17	6	5	0	3	2	1	NA	NA	0	0
17	6	6	0	2	2	1	NA	NA	0	0
17	6	7	600	2	2	1	NA	NA	0	0
17	6	8	200	2	2	1	NA	NA	0	0
17	6	9	0	2	2	1	NA	NA	0	0
17	6	10	600	3	2	1	NA	NA	0	0
17	6	11	400	1	2	1	NA	NA	0	0
17	6	12	200	2	2	1	NA	NA	0	0
17	6	13	400	3	2	1	NA	NA	0	0
17	6	14	200	1	2	1	NA	NA	0	0
17	6	15	600	1	2	1	NA	NA	0	0
17	6	16	400	3	2	1	NA	NA	0	0
17	6	17	0	1	2	1	NA	NA	0	0
17	6	18	0	3	2	1	NA	NA	0	0
17	6	19	400	2	2	1	NA	NA	0	0
17	6	20	600	1	2	1	NA	NA	0	0
17	6	21	400	1	2	1	NA	NA	0	0
17	6	22	200	1	2	1	NA	NA	0	0
17	6	23	200	3	2	1	NA	NA	0	0
17	6	24	200	3	2	1	NA	NA	0	0
18	4	1	200	1	1	1	0.9484779	NA	1	0
18	4	2	0	3	1	1	1.1647813	1.6140677	1	1
18	4	3	0	1	1	1	1.1148948	NA	1	0
18	4	4	600	3	1	1	0.4492844	NA	1	0
18	4	5	400	2	1	1	0.8153446	1.9468743	1	1
18	4	6	0	2	1	1	1.0649656	2.7955093	1	1
18	4	7	200	2	1	1	0.832003	2.0467344	1	1
18	4	8	0	2	1	1	0.8652725	NA	1	0
18	4	9	200	3	1	1	NA	0.7487957	0	1
18	4	10	400	3	1	1	NA	2.7622419	0	1
18	4	11	600	1	1	1	0.7654793	NA	1	0
18	4	12	600	1	1	1	0.8819346	NA	1	0
18	4	13	400	3	1	1	0.7654432	NA	1	0
18	4	14	400	1	1	1	NA	NA	0	0
18	4	15	200	2	1	1	1.1980956	NA	1	0
18	4	16	0	3	1	1	NA	0.8985538	0	1
18	4	17	600	2	1	1	0.4825382	NA	1	0
18	4	18	0	1	1	1	1.2478854	NA	1	0
18	4	19	600	2	1	1	0.9151972	NA	1	0
18	4	20	400	1	1	1	2.0134385	NA	1	0
18	4	21	200	3	1	1	0.7655881	2.6790533	1	1
18	4	22	200	1	1	1	NA	NA	0	0
18	4	23	600	3	1	1	1.0316707	1.7805435	1	1
18	4	24	400	2	1	1	0.7321623	2.1299632	1	1
18	8	1	400	2	2	1	NA	0.9484635	0	1
18	8	2	600	3	2	1	1.913606	0.5990439	1	1
18	8	3	0	1	2	1	0.8652646	NA	1	0
18	8	4	0	2	2	1	0.9817487	NA	1	0
18	8	5	600	2	2	1	1.0649717	NA	1	0
18	8	6	600	1	2	1	0.5324745	2.3628737	1	1
18	8	7	200	1	2	1	0.7820702	1.214724	1	1
18	8	8	200	3	2	1	0.6655926	NA	1	0
18	8	9	200	2	2	1	1.1481259	0.7654167	1	1
18	8	10	0	2	2	1	NA	NA	0	0
18	8	11	400	2	2	1	0.6655904	NA	1	0
18	8	12	200	3	2	1	NA	NA	0	0
18	8	13	200	2	2	1	1.7805822	0.715528	1	1
18	8	14	400	3	2	1	0.6156755	NA	1	0
18	8	15	600	1	2	1	0.5658558	NA	1	0
18	8	16	400	1	2	1	0.5491143	NA	1	0
18	8	17	400	1	2	1	0.649041	NA	1	0
18	8	18	0	1	2	1	0.1164831	NA	1	0
18	8	19	0	3	2	1	0.9483993	NA	1	0
18	8	20	200	1	2	1	0.7155343	NA	1	0
18	8	21	400	3	2	1	1.5974088	0.5657479	1	1
18	8	22	0	3	2	1	1.8470226	0.7321658	1	1
18	8	23	600	2	2	1	2.2296252	0.7819812	1	1
18	8	24	600	3	2	1	0.4825713	NA	1	0
19	2	1	0	1	2	1	NA	NA	0	0
19	2	2	0	2	2	1	NA	NA	0	0
19	2	3	200	1	2	1	NA	NA	0	0
19	2	4	600	1	2	1	NA	NA	0	0
19	2	5	400	2	2	1	NA	NA	0	0
19	2	6	400	3	2	1	0.8486288	NA	1	0
19	2	7	600	1	2	1	NA	NA	0	0
19	2	8	200	2	2	1	NA	NA	0	0
19	2	9	200	2	2	1	NA	NA	0	0
19	2	10	0	3	2	1	1.2647884	NA	1	0
19	2	11	600	2	2	1	NA	NA	0	0
19	2	12	0	1	2	1	NA	NA	0	0
19	2	13	0	2	2	1	1.5807632	NA	1	0
19	2	14	600	3	2	1	NA	0.7321501	0	1
19	2	15	600	3	2	1	NA	0.6158005	0	1
19	2	16	600	2	2	1	NA	NA	0	0
19	2	17	400	3	2	1	NA	0.8153609	0	1
19	2	18	400	2	2	1	NA	NA	0	0
19	2	19	200	3	2	1	0	NA	1	0
19	2	20	200	3	2	1	NA	0.682227	0	1
19	2	21	400	1	2	1	NA	NA	0	0
19	2	22	400	1	2	1	0.6988837	NA	1	0
19	2	23	200	1	2	1	NA	NA	0	0
19	2	24	0	3	2	1	NA	1.0649313	0	1
19	6	1	0	3	1	1	NA	1.1315096	0	1
19	6	2	0	1	1	1	0.9318254	NA	1	0
19	6	3	0	2	1	1	1.8470201	NA	1	0
19	6	4	200	2	1	1	NA	NA	0	0
19	6	5	0	2	1	1	0.8486247	NA	1	0
19	6	6	200	3	1	1	0.6322935	NA	1	0
19	6	7	400	1	1	1	NA	NA	0	0
19	6	8	0	1	1	1	1.5142264	NA	1	0
19	6	9	200	1	1	1	1.0647616	NA	1	0
19	6	10	600	3	1	1	0.8153511	NA	1	0
19	6	11	600	3	1	1	NA	2.2463566	0	1
19	6	12	600	1	1	1	0.4659161	NA	1	0
19	6	13	400	3	1	1	NA	NA	0	0
19	6	14	400	2	1	1	NA	1.015047	0	1
19	6	15	400	2	1	1	1.8969283	NA	1	0
19	6	16	600	2	1	1	1.0316469	NA	1	0
19	6	17	600	2	1	1	NA	0.4825375	0	1
19	6	18	400	3	1	1	NA	NA	0	0
19	6	19	600	1	1	1	NA	NA	0	0
19	6	20	200	1	1	1	1.0650559	NA	1	0
19	6	21	400	1	1	1	NA	NA	0	0
19	6	22	200	2	1	1	NA	NA	0	0
19	6	23	0	3	1	1	NA	1.015119	0	1
20	4	1	400	2	2	1	NA	0.4658915	0	1
20	4	2	400	3	2	1	NA	0.5491021	0	1
20	4	3	0	2	2	1	NA	0.5159869	0	1
20	4	4	0	2	2	1	NA	0.5990364	0	1
20	4	5	600	3	2	1	0.2995081	NA	1	0
20	4	6	600	1	2	1	0.4825579	NA	1	0
20	4	7	600	1	2	1	0.4991818	NA	1	0
20	4	8	200	2	2	1	NA	0.7652368	0	1
20	4	9	600	2	2	1	NA	0.4492738	0	1
20	4	10	200	3	2	1	0.6822075	NA	1	0
20	4	11	400	1	2	1	0.4659168	NA	1	0
20	4	12	0	3	2	1	0.6655738	NA	1	0
20	4	13	400	1	2	1	NA	0.7321624	0	1
20	4	14	0	3	2	1	NA	0.6822336	0	1
20	4	15	200	1	2	1	NA	0.6655068	0	1
20	4	16	200	1	2	1	0.6988656	NA	1	0
20	4	17	0	1	2	1	0.7820534	NA	1	0
20	4	18	400	3	2	1	0.4825428	NA	1	0
20	4	19	600	3	2	1	NA	0.3660729	0	1
20	4	20	200	2	2	1	NA	0.4826236	0	1
20	4	21	200	3	2	1	NA	0.5657672	0	1
20	4	22	400	2	2	1	NA	0.0665978	0	1
20	4	23	0	1	2	1	0.7321461	NA	1	0
20	4	24	600	2	2	1	NA	0.4326153	0	1
20	8	1	400	1	1	1	NA	0.5990314	0	1
20	8	2	200	3	1	1	0.4994134	NA	1	0
20	8	3	0	2	1	1	0.6323274	NA	1	0
20	8	4	0	1	1	1	NA	0.5657594	0	1
20	8	5	200	2	1	1	0.5989722	NA	1	0
20	8	6	400	3	1	1	0.3993552	NA	1	0
20	8	7	400	2	1	1	0.5988816	NA	1	0
20	8	8	0	3	1	1	0.4825547	NA	1	0
20	8	9	0	1	1	1	0.7154788	NA	1	0
20	8	10	600	3	1	1	0	NA	1	0
20	8	11	200	2	1	1	0.5158166	NA	1	0
20	8	12	600	1	1	1	NA	0.4327714	0	1
20	8	13	0	3	1	1	NA	0.7654236	0	1
20	8	14	0	2	1	1	0.5158298	NA	1	0
20	8	15	600	1	1	1	NA	0.7820541	0	1
20	8	16	600	2	1	1	0.4659112	NA	1	0
20	8	17	200	1	1	1	NA	0.9484439	0	1
20	8	18	400	3	1	1	NA	0.4492472	0	1
20	8	19	600	3	1	1	NA	0.4326629	0	1
20	8	20	400	1	1	1	NA	0.4658856	0	1
20	8	21	200	1	1	1	NA	0.6488459	0	1
20	8	22	600	2	1	1	0.2329704	NA	1	0
20	8	23	400	2	1	1	0.6323077	NA	1	0
20	8	24	200	3	1	1	NA	0.6655824	0	1
21	2	1	0	3	1	1	1.1481465	NA	1	0
21	2	2	200	1	1	1	NA	NA	0	0
21	2	3	600	3	1	1	0.8985417	NA	1	0
21	2	4	600	1	1	1	NA	NA	0	0
21	2	5	0	3	1	1	0.8986414	NA	1	0
21	2	6	600	2	1	1	NA	NA	0	0
21	2	7	400	3	1	1	0.6489398	NA	1	0
21	2	8	600	3	1	1	NA	0.2996448	0	1
21	2	9	200	3	1	1	NA	0.7820688	0	1
21	2	10	400	2	1	1	NA	NA	0	0
21	2	11	0	2	1	1	NA	NA	0	0
21	2	12	200	3	1	1	NA	0.8319882	0	1
21	2	13	600	2	1	1	NA	NA	0	0
21	2	14	200	2	1	1	NA	NA	0	0
21	2	15	400	1	1	1	NA	NA	0	0
21	2	16	400	1	1	1	NA	NA	0	0
21	2	17	400	2	1	1	NA	NA	0	0
21	2	18	400	3	1	1	NA	0.4160292	0	1
21	2	19	200	2	1	1	NA	NA	0	0
21	2	20	0	1	1	1	NA	NA	0	0
21	2	21	600	1	1	1	NA	NA	0	0
21	2	22	0	2	1	1	NA	NA	0	0
21	2	23	200	1	1	1	NA	NA	0	0
21	2	24	0	1	1	1	NA	NA	0	0
21	6	1	200	1	2	1	NA	NA	0	0
21	6	2	0	3	2	1	NA	0.599034	0	1
21	6	3	400	2	2	1	NA	NA	0	0
21	6	4	600	3	2	1	NA	0.0499095	0	1
21	6	5	400	1	2	1	NA	NA	0	0
21	6	6	400	2	2	1	NA	NA	0	0
21	6	7	200	2	2	1	NA	NA	0	0
21	6	8	0	3	2	1	0.9817272	NA	1	0
21	6	9	200	3	2	1	0.7321167	NA	1	0
21	6	10	0	1	2	1	NA	NA	0	0
21	6	11	200	3	2	1	NA	0.4659082	0	1
21	6	12	0	1	2	1	NA	NA	0	0
21	6	13	400	3	2	1	0.5823659	NA	1	0
21	6	14	600	2	2	1	NA	NA	0	0
21	6	15	200	2	2	1	NA	NA	0	0
21	6	16	600	1	2	1	NA	NA	0	0
21	6	17	400	1	2	1	NA	NA	0	0
21	6	18	400	3	2	1	NA	NA	0	0
21	6	19	600	1	2	1	NA	NA	0	0
21	6	20	600	2	2	1	NA	NA	0	0
21	6	21	600	3	2	1	NA	NA	0	0
21	6	22	0	2	2	1	NA	NA	0	0
21	6	23	200	1	2	1	NA	NA	0	0
21	6	24	0	2	2	1	NA	NA	0	0
22	4	1	0	2	1	1	NA	NA	0	0
22	4	2	200	1	1	1	NA	NA	0	0
22	4	3	0	3	1	1	0.6322977	NA	1	0
22	4	4	600	1	1	1	NA	NA	0	0
22	4	5	400	3	1	1	0.1664209	NA	1	0
22	4	6	200	3	1	1	NA	0.8820404	0	1
22	4	7	200	2	1	1	NA	NA	0	0
22	4	8	600	3	1	1	0.4325772	NA	1	0
22	4	9	0	2	1	1	NA	NA	0	0
22	4	10	200	1	1	1	NA	NA	0	0
22	4	11	600	1	1	1	NA	NA	0	0
22	4	12	400	1	1	1	NA	NA	0	0
22	4	13	600	2	1	1	NA	NA	0	0
22	4	14	600	3	1	1	0.7155057	NA	1	0
22	4	15	0	1	1	1	NA	NA	0	0
22	4	16	400	1	1	1	NA	NA	0	0
22	4	17	400	2	1	1	NA	NA	0	0
22	4	18	0	3	1	1	0.6156407	NA	1	0
22	4	19	400	3	1	1	0.5157999	NA	1	0
22	4	20	200	3	1	1	NA	0.7154867	0	1
22	4	21	0	1	1	1	NA	NA	0	0
22	4	22	600	2	1	1	NA	NA	0	0
22	4	23	400	2	1	1	NA	NA	0	0
22	4	24	200	2	1	1	NA	NA	0	0
22	8	1	0	2	2	1	NA	NA	0	0
22	8	2	400	1	2	1	NA	NA	0	0
22	8	3	600	2	2	1	NA	NA	0	0
22	8	4	0	1	2	1	NA	NA	0	0
22	8	5	200	2	2	1	NA	NA	0	0
22	8	6	0	2	2	1	NA	NA	0	0
22	8	7	600	1	2	1	NA	NA	0	0
22	8	8	200	3	2	1	0.8985042	NA	1	0
22	8	9	400	1	2	1	NA	NA	0	0
22	8	10	600	2	2	1	NA	NA	0	0
22	8	11	400	3	2	1	0.6490476	NA	1	0
22	8	12	0	3	2	1	NA	0.7654344	0	1
22	8	13	200	3	2	1	0.7487891	NA	1	0
22	8	14	400	2	2	1	NA	NA	0	0
22	8	15	600	3	2	1	NA	0.0665639	0	1
22	8	16	0	3	2	1	0.5656921	NA	1	0
22	8	17	400	2	2	1	NA	NA	0	0
22	8	18	400	3	2	1	NA	0.4492822	0	1
22	8	19	200	1	2	1	NA	NA	0	0
22	8	20	0	1	2	1	NA	NA	0	0
22	8	21	600	3	2	1	0.3660589	NA	1	0
22	8	22	200	1	2	1	NA	NA	0	0
22	8	23	200	2	2	1	NA	NA	0	0
22	8	24	600	1	2	1	NA	NA	0	0
23	2	1	400	1	2	1	NA	NA	0	0
23	2	2	600	1	2	1	NA	NA	0	0
23	2	3	600	3	2	1	NA	0.1996669	0	1
23	2	4	400	2	2	1	NA	NA	0	0
23	2	5	400	3	2	1	NA	NA	0	0
23	2	6	0	1	2	1	NA	NA	0	0
23	2	7	200	3	2	1	0.5990532	NA	1	0
23	2	8	0	2	2	1	NA	NA	0	0
23	2	9	200	1	2	1	0.6656218	NA	1	0
23	2	10	0	3	2	1	NA	NA	0	0
23	2	11	400	3	2	1	NA	NA	0	0
23	2	12	0	1	2	1	NA	NA	0	0
23	2	13	200	3	2	1	NA	0.4492691	0	1
23	2	14	0	2	2	1	NA	NA	0	0
23	2	15	400	2	2	1	NA	NA	0	0
23	2	16	200	2	2	1	NA	NA	0	0
23	2	17	600	1	2	1	NA	NA	0	0
23	2	18	0	3	2	1	NA	NA	0	0
23	2	19	200	2	2	1	NA	NA	0	0
23	2	20	600	3	2	1	1.4476829	NA	1	0
23	2	21	600	2	2	1	NA	NA	0	0
23	2	22	600	2	2	1	NA	NA	0	0
23	2	23	400	1	2	1	NA	NA	0	0
23	2	24	200	1	2	1	NA	NA	0	0
23	6	1	600	3	1	1	NA	NA	0	0
23	6	2	600	1	1	1	NA	NA	0	0
23	6	3	600	2	1	1	NA	NA	0	0
23	6	4	400	1	1	1	NA	NA	0	0
23	6	5	200	1	1	1	NA	NA	0	0
23	6	6	0	2	1	1	NA	NA	0	0
23	6	7	400	2	1	1	NA	NA	0	0
23	6	8	0	3	1	1	0.599034	NA	1	0
23	6	9	400	3	1	1	NA	NA	0	0
23	6	10	200	1	1	1	NA	NA	0	0
23	6	11	200	2	1	1	NA	NA	0	0
23	6	12	600	3	1	1	NA	NA	0	0
23	6	13	0	1	1	1	NA	NA	0	0
23	6	14	400	3	1	1	0.4326482	NA	1	0
23	6	15	600	1	1	1	NA	NA	0	0
23	6	16	200	2	1	1	NA	NA	0	0
23	6	17	0	3	1	1	NA	0.582382	0	1
23	6	18	200	3	1	1	NA	0.632286	0	1
23	6	19	200	3	1	1	0.9151807	NA	1	0
23	6	20	0	1	1	1	NA	NA	0	0
23	6	21	0	2	1	1	NA	NA	0	0
23	6	22	400	2	1	1	NA	NA	0	0
23	6	23	400	1	1	1	NA	NA	0	0
23	6	24	600	2	1	1	NA	NA	0	0
24	4	1	200	2	2	1	NA	0	0	1
24	4	2	600	2	2	1	NA	NA	0	0
24	4	3	600	2	2	1	NA	NA	0	0
