sub	run	trial	soa	audio	drive_Type	audio_Type	TTFF_FLWM	TTFF_HLWM	FLWM	HLWM
24	4	4	400	3	2	1	NA	NA	0	0
24	4	5	600	1	2	1	NA	NA	0	0
24	4	6	0	3	2	1	0.5324661	NA	1	0
24	4	7	400	1	2	1	NA	NA	0	0
24	4	8	0	3	2	1	NA	NA	0	0
24	4	9	400	2	2	1	NA	NA	0	0
24	4	10	200	2	2	1	NA	NA	0	0
24	4	11	600	3	2	1	NA	0.5158525	0	1
24	4	12	600	3	2	1	0.0166478	NA	1	0
24	4	13	200	1	2	1	0.0665306	NA	1	0
24	4	14	600	1	2	1	NA	NA	0	0
24	4	15	0	1	2	1	0	NA	1	0
24	4	16	0	2	2	1	NA	0.2163111	0	1
24	4	17	400	1	2	1	0	NA	1	0
24	4	18	400	3	2	1	0	NA	1	0
24	4	19	400	2	2	1	NA	0	0	1
24	4	20	0	1	2	1	0.016639	NA	1	0
24	4	21	200	3	2	1	NA	0.2662483	0	1
24	4	22	0	2	2	1	NA	NA	0	0
24	4	23	200	3	2	1	0	NA	1	0
24	4	24	200	1	2	1	0	NA	1	0
24	8	1	0	3	1	1	0.7819664	NA	1	0
24	8	2	600	1	1	1	NA	NA	0	0
24	8	3	400	3	1	1	0.2495853	NA	1	0
24	8	4	200	1	1	1	NA	NA	0	0
24	8	5	400	1	1	1	NA	NA	0	0
24	8	6	0	2	1	1	NA	NA	0	0
24	8	7	0	2	1	1	NA	NA	0	0
24	8	8	400	3	1	1	NA	0.3993264	0	1
24	8	9	600	2	1	1	0.2495799	NA	1	0
24	8	10	400	2	1	1	NA	NA	0	0
24	8	11	0	3	1	1	NA	NA	0	0
24	8	12	200	1	1	1	NA	NA	0	0
24	8	13	0	1	1	1	NA	NA	0	0
24	8	14	600	3	1	1	NA	0	0	1
24	8	15	200	3	1	1	NA	0.5990316	0	1
24	8	16	600	2	1	1	NA	NA	0	0
24	8	17	200	2	1	1	NA	NA	0	0
24	8	18	0	1	1	1	NA	NA	0	0
24	8	19	400	2	1	1	NA	NA	0	0
24	8	20	600	3	1	1	0.2828648	NA	1	0
24	8	21	400	1	1	1	NA	NA	0	0
24	8	22	200	2	1	1	NA	NA	0	0
24	8	23	600	1	1	1	NA	NA	0	0
24	8	24	200	3	1	1	0.5990272	NA	1	0
25	2	1	400	3	1	1	0.9318761	NA	1	0
25	2	2	0	2	1	1	0.5657802	NA	1	0
25	2	3	600	1	1	1	NA	NA	0	0
25	2	4	600	2	1	1	NA	NA	0	0
25	2	5	600	2	1	1	NA	NA	0	0
25	2	6	200	1	1	1	NA	NA	0	0
25	2	7	0	2	1	1	NA	NA	0	0
25	2	8	400	2	1	1	NA	NA	0	0
25	2	9	400	3	1	1	0.6156862	NA	1	0
25	2	10	600	3	1	1	0.4992332	NA	1	0
25	2	11	200	2	1	1	NA	NA	0	0
25	2	12	600	3	1	1	NA	0.4659609	0	1
25	2	13	400	1	1	1	NA	NA	0	0
25	2	14	0	3	1	1	NA	1.1482032	0	1
25	2	15	400	2	1	1	NA	1.1648638	0	1
25	2	16	200	2	1	1	NA	NA	0	0
25	2	17	0	1	1	1	NA	NA	0	0
25	2	18	0	3	1	1	0.898605	NA	1	0
25	2	19	200	1	1	1	NA	NA	0	0
25	2	20	400	1	1	1	NA	NA	0	0
25	2	21	600	1	1	1	NA	1.3643415	0	1
25	2	22	200	3	1	1	NA	0.5824198	0	1
25	2	23	200	3	1	1	0.6489798	1.3479022	1	1
25	2	24	0	1	1	1	NA	NA	0	0
25	6	1	400	2	2	1	NA	NA	0	0
25	6	2	200	3	2	1	NA	0.7155378	0	1
25	6	3	200	1	2	1	NA	NA	0	0
25	6	4	0	2	2	1	NA	0.7654495	0	1
25	6	5	0	2	2	1	NA	1.031693	0	1
25	6	6	400	1	2	1	NA	NA	0	0
25	6	7	0	3	2	1	NA	0.6657775	0	1
25	6	8	600	1	2	1	0.6156815	NA	1	0
25	6	9	600	2	2	1	NA	NA	0	0
25	6	10	600	1	2	1	NA	NA	0	0
25	6	11	600	3	2	1	NA	0.5824017	0	1
25	6	12	200	2	2	1	NA	0.6157083	0	1
25	6	13	200	3	2	1	0.632331	1.3145816	1	1
25	6	14	400	1	2	1	0.6656059	NA	1	0
25	6	15	0	1	2	1	0.6988961	NA	1	0
25	6	16	0	3	2	1	0.7489126	NA	1	0
25	6	17	200	1	2	1	1.0316917	NA	1	0
25	6	18	600	2	2	1	NA	NA	0	0
25	6	19	400	3	2	1	0.5824265	1.4310795	1	1
25	6	20	600	3	2	1	0.615704	NA	1	0
25	6	21	200	2	2	1	NA	0.6822439	0	1
25	6	22	400	2	2	1	NA	NA	0	0
25	6	23	0	1	2	1	0.7820754	NA	1	0
25	6	24	400	3	2	1	NA	0.5990419	0	1
26	4	1	400	3	1	1	1.4642907	0.6156643	1	1
26	4	2	600	1	1	1	0.249523	NA	1	0
26	4	3	400	2	1	1	0.3494424	NA	1	0
26	4	4	0	3	1	1	0.4992929	NA	1	0
26	4	5	400	1	1	1	0.4825571	NA	1	0
26	4	6	600	1	1	1	0.4326456	NA	1	0
26	4	7	200	2	1	1	0.4825555	NA	1	0
26	4	8	0	1	1	1	0.8819039	NA	1	0
26	4	9	600	2	1	1	0.4159905	NA	1	0
26	4	10	0	2	1	1	0.7487909	NA	1	0
26	4	11	0	1	1	1	0.7655087	NA	1	0
26	4	12	0	3	1	1	1.198059	0.4659238	1	1
26	4	13	600	3	1	1	0.6156918	NA	1	0
26	4	14	400	3	1	1	0.9650546	NA	1	0
26	4	15	200	2	1	1	0.4825485	NA	1	0
26	4	16	200	3	1	1	0.9984817	NA	1	0
26	4	17	200	1	1	1	0.6156775	NA	1	0
26	4	18	600	3	1	1	1.1148726	NA	1	0
26	4	19	400	2	1	1	0.549123	NA	1	0
26	4	20	400	1	1	1	0.6656061	NA	1	0
26	4	21	200	1	1	1	0.5990283	NA	1	0
26	4	22	600	2	1	1	0.4161295	NA	1	0
26	4	23	0	2	1	1	0.6822088	NA	1	0
26	4	24	200	3	1	1	1.4143767	0.6323098	1	1
26	8	1	200	3	2	1	1.0983118	0.4659223	1	1
26	8	2	200	2	2	1	1.0815898	0.4659314	1	1
26	8	3	400	3	2	1	0.4825478	NA	1	0
26	8	4	400	3	2	1	1.0815791	0.4492783	1	1
26	8	5	400	1	2	1	0.4160114	NA	1	0
26	8	6	600	1	2	1	0.4160015	NA	1	0
26	8	7	200	1	2	1	0.599012	NA	1	0
26	8	8	600	3	2	1	1.4476356	0.4825176	1	1
26	8	9	0	2	2	1	1.2313467	0.7321472	1	1
26	8	10	400	2	2	1	0.5324923	NA	1	0
26	8	11	600	3	2	1	0.415972	NA	1	0
26	8	12	600	2	2	1	0.4825549	NA	1	0
26	8	13	0	3	2	1	0.7820806	NA	1	0
26	8	14	400	1	2	1	0.3327902	NA	1	0
26	8	15	200	2	2	1	1.1314689	NA	1	0
26	8	16	200	1	2	1	0.6323395	NA	1	0
26	8	17	0	1	2	1	0.765409	NA	1	0
26	8	18	400	2	2	1	0.4826041	NA	1	0
26	8	19	0	2	2	1	1.0982156	0.6156676	1	1
26	8	20	200	3	2	1	0.6323289	NA	1	0
26	8	21	600	2	2	1	0.382724	NA	1	0
26	8	22	600	1	2	1	0.4492553	NA	1	0
26	8	23	0	3	2	1	1.0814096	0.515665	1	1
26	8	24	0	1	2	1	0.8985525	NA	1	0
27	2	1	400	2	2	1	NA	NA	0	0
27	2	2	400	3	2	1	NA	0.6323279	0	1
27	2	3	400	1	2	1	1.0149872	1.630679	1	1
27	2	4	600	2	2	1	NA	1.0982515	0	1
27	2	5	0	3	2	1	0.8486726	NA	1	0
27	2	6	600	3	2	1	0.6989761	NA	1	0
27	2	7	600	1	2	1	0.748828	NA	1	0
27	2	8	400	2	2	1	1.8470857	NA	1	0
27	2	9	0	3	2	1	1.0649115	1.6139711	1	1
27	2	10	0	2	2	1	NA	0.8153989	0	1
27	2	11	200	3	2	1	NA	0.7987454	0	1
27	2	12	200	3	2	1	0.7156108	NA	1	0
27	2	13	0	1	2	1	NA	0.9651542	0	1
27	2	14	200	2	2	1	NA	0.7821075	0	1
27	2	15	400	3	2	1	NA	0.7821163	0	1
27	2	16	600	1	2	1	NA	0.7320193	0	1
27	2	17	600	2	2	1	1.5475493	0.715539	1	1
27	2	18	200	1	2	1	NA	NA	0	0
27	2	19	400	1	2	1	NA	NA	0	0
27	2	20	0	1	2	1	1.8803886	0.898574	1	1
27	2	21	200	2	2	1	NA	0.6656107	0	1
27	2	22	0	2	2	1	1.9303176	0.8319894	1	1
27	2	23	200	1	2	1	2.0800189	0.7488191	1	1
27	2	24	600	3	2	1	1.6974331	0.6990056	1	1
27	6	1	600	3	1	1	0.665611	NA	1	0
27	6	2	0	1	1	1	0.8652043	NA	1	0
27	6	3	200	2	1	1	0.8486646	NA	1	0
27	6	4	200	2	1	1	0.798715	NA	1	0
27	6	5	200	1	1	1	NA	0.8320062	0	1
27	6	6	200	1	1	1	0.7322855	NA	1	0
27	6	7	400	3	1	1	NA	NA	0	0
27	6	8	0	2	1	1	0.8486505	NA	1	0
27	6	9	0	2	1	1	0.7155392	NA	1	0
27	6	10	600	1	1	1	NA	0.798737	0	1
27	6	11	600	2	1	1	0.6655987	1.514271	1	1
27	6	12	400	2	1	1	0.8819249	NA	1	0
27	6	13	0	1	1	1	0.8152416	NA	1	0
27	6	14	400	1	1	1	NA	0.6656083	0	1
27	6	15	200	3	1	1	0.7987385	NA	1	0
27	6	16	0	3	1	1	NA	0.8486504	0	1
27	6	17	400	2	1	1	0.9152111	NA	1	0
27	6	18	200	3	1	1	NA	0.7155051	0	1
27	6	19	600	2	1	1	NA	0.8653022	0	1
27	6	20	600	1	1	1	NA	0.7488023	0	1
27	6	21	600	3	1	1	1.7305619	0.6656133	1	1
27	6	22	0	3	1	1	NA	0.8486422	0	1
27	6	23	400	3	1	1	NA	0.6656014	0	1
27	6	24	400	1	1	1	NA	0.8654787	0	1
28	4	1	0	3	2	1	1.6307188	0.9318443	1	1
28	4	2	200	2	2	1	0.9318138	NA	1	0
28	4	3	400	2	2	1	1.3311745	0.6489539	1	1
28	4	4	0	3	2	1	0.9651007	NA	1	0
28	4	5	600	2	2	1	0.8319892	NA	1	0
28	4	6	600	1	2	1	0.7653446	NA	1	0
28	4	7	600	3	2	1	NA	0.9318233	0	1
28	4	8	600	1	2	1	0.8320699	NA	1	0
28	4	9	600	2	2	1	0.7987147	NA	1	0
28	4	10	400	3	2	1	1.5307542	NA	1	0
28	4	11	200	2	2	1	0.8319902	NA	1	0
28	4	12	400	1	2	1	0.6657596	NA	1	0
28	4	13	200	1	2	1	0.9318271	NA	1	0
28	4	14	0	1	2	1	0.9983968	NA	1	0
28	4	15	200	3	2	1	NA	0.9484609	0	1
28	4	16	400	1	2	1	0.881931	NA	1	0
28	4	17	400	3	2	1	0.8652596	NA	1	0
28	4	18	200	1	2	1	1.098231	NA	1	0
28	4	19	0	2	2	1	NA	NA	0	0
28	4	20	0	2	2	1	1.0316647	NA	1	0
28	4	21	600	3	2	1	NA	NA	0	0
28	4	22	200	3	2	1	NA	0.9318218	0	1
28	4	23	400	2	2	1	1.1481677	NA	1	0
28	4	24	0	1	2	1	1.0982346	NA	1	0
28	8	1	200	3	1	1	0.815349	NA	1	0
28	8	2	600	2	1	1	0.7487877	NA	1	0
28	8	3	400	2	1	1	0.7155136	NA	1	0
28	8	4	400	1	1	1	0.9982796	NA	1	0
28	8	5	600	1	1	1	NA	NA	0	0
28	8	6	200	1	1	1	1.0648848	NA	1	0
28	8	7	0	2	1	1	1.1315369	NA	1	0
28	8	8	600	1	1	1	0.7986917	NA	1	0
28	8	9	0	3	1	1	1.0483157	NA	1	0
28	8	10	200	2	1	1	0.8819085	NA	1	0
28	8	11	400	3	1	1	2.7288968	0.8153339	1	1
28	8	12	600	2	1	1	0.6489546	NA	1	0
28	8	13	600	3	1	1	1.780385	0.7653702	1	1
28	8	14	200	1	1	1	NA	0.998375	0	1
28	8	15	400	2	1	1	0.8320555	NA	1	0
28	8	16	400	3	1	1	0.8153429	NA	1	0
28	8	17	0	1	1	1	0.9984624	NA	1	0
28	8	18	200	2	1	1	0.9484595	NA	1	0
28	8	19	0	3	1	1	NA	0.9152571	0	1
28	8	20	600	3	1	1	0.8652684	NA	1	0
28	8	21	400	1	1	1	0.9318263	NA	1	0
28	8	22	0	1	1	1	1.0815823	NA	1	0
28	8	23	200	3	1	1	NA	0.8153812	0	1
28	8	24	0	2	1	1	1.1648081	NA	1	0
29	2	1	400	2	1	1	NA	NA	0	0
29	2	2	400	1	1	1	NA	NA	0	0
29	2	3	200	1	1	1	NA	NA	0	0
29	2	4	200	2	1	1	NA	NA	0	0
29	2	5	400	1	1	1	NA	NA	0	0
29	2	6	400	3	1	1	NA	NA	0	0
29	2	7	0	3	1	1	NA	NA	0	0
29	2	8	0	3	1	1	NA	NA	0	0
29	2	9	600	1	1	1	NA	NA	0	0
29	2	10	400	3	1	1	NA	NA	0	0
29	2	11	200	3	1	1	NA	NA	0	0
29	2	12	200	1	1	1	NA	NA	0	0
29	2	13	600	1	1	1	NA	3.0450893	0	1
29	2	14	0	1	1	1	NA	2.6623581	0	1
29	2	15	0	2	1	1	NA	NA	0	0
29	2	16	200	3	1	1	NA	NA	0	0
29	2	17	600	2	1	1	NA	2.1964409	0	1
29	2	18	0	2	1	1	NA	NA	0	0
29	2	19	400	2	1	1	NA	NA	0	0
29	2	20	200	2	1	1	NA	NA	0	0
29	2	21	0	1	1	1	NA	NA	0	0
29	2	22	600	3	1	1	NA	NA	0	0
29	2	23	600	2	1	1	NA	NA	0	0
29	2	24	600	3	1	1	NA	NA	0	0
29	6	1	0	1	2	1	NA	NA	0	0
29	6	2	400	3	2	1	NA	NA	0	0
29	6	3	400	3	2	1	NA	NA	0	0
29	6	4	200	2	2	1	NA	NA	0	0
29	6	5	200	1	2	1	NA	NA	0	0
29	6	6	400	2	2	1	NA	NA	0	0
29	6	7	200	3	2	1	NA	NA	0	0
29	6	8	0	1	2	1	NA	NA	0	0
29	6	9	200	2	2	1	NA	NA	0	0
29	6	10	0	3	2	1	NA	NA	0	0
29	6	11	400	1	2	1	NA	NA	0	0
29	6	12	200	3	2	1	NA	NA	0	0
29	6	13	0	2	2	1	NA	NA	0	0
29	6	14	200	1	2	1	NA	NA	0	0
29	6	15	600	1	2	1	NA	NA	0	0
29	6	16	600	3	2	1	NA	NA	0	0
29	6	17	600	2	2	1	NA	NA	0	0
29	6	18	600	2	2	1	NA	NA	0	0
29	6	19	600	1	2	1	NA	NA	0	0
29	6	20	0	3	2	1	NA	NA	0	0
29	6	21	400	2	2	1	NA	NA	0	0
29	6	22	600	3	2	1	NA	NA	0	0
29	6	23	0	2	2	1	NA	NA	0	0
29	6	24	400	1	2	1	NA	NA	0	0
30	4	1	200	1	1	1	NA	NA	0	0
30	4	2	200	3	1	1	NA	NA	0	0
30	4	3	200	2	1	1	NA	NA	0	0
30	4	4	600	3	1	1	NA	NA	0	0
30	4	5	400	3	1	1	NA	NA	0	0
30	4	6	0	2	1	1	NA	NA	0	0
30	4	7	600	2	1	1	NA	NA	0	0
30	4	8	200	2	1	1	NA	NA	0	0
30	4	9	0	1	1	1	NA	NA	0	0
30	4	10	0	2	1	1	NA	NA	0	0
30	4	11	200	3	1	1	NA	NA	0	0
30	4	12	600	2	1	1	NA	NA	0	0
30	4	13	600	3	1	1	NA	NA	0	0
30	4	14	600	1	1	1	NA	NA	0	0
30	4	15	600	1	1	1	NA	NA	0	0
30	4	16	400	2	1	1	NA	NA	0	0
30	4	17	400	2	1	1	NA	NA	0	0
30	4	18	400	1	1	1	NA	NA	0	0
30	4	19	0	3	1	1	NA	NA	0	0
30	4	20	0	1	1	1	NA	NA	0	0
30	4	21	0	3	1	1	NA	NA	0	0
30	4	22	200	1	1	1	NA	NA	0	0
30	4	23	400	3	1	1	NA	NA	0	0
30	4	24	400	1	1	1	1.4643141	2.4128104	1	1
30	8	1	600	1	2	1	NA	NA	0	0
30	8	2	600	2	2	1	NA	NA	0	0
30	8	3	400	3	2	1	NA	NA	0	0
30	8	4	400	3	2	1	NA	NA	0	0
30	8	5	400	2	2	1	NA	NA	0	0
30	8	6	200	2	2	1	NA	NA	0	0
30	8	7	200	3	2	1	NA	NA	0	0
30	8	8	0	3	2	1	NA	NA	0	0
30	8	9	600	3	2	1	NA	NA	0	0
30	8	10	600	1	2	1	NA	NA	0	0
30	8	11	0	1	2	1	NA	NA	0	0
30	8	12	0	1	2	1	NA	NA	0	0
30	8	13	400	1	2	1	NA	NA	0	0
30	8	14	0	2	2	1	NA	NA	0	0
30	8	15	400	2	2	1	NA	NA	0	0
30	8	16	200	1	2	1	NA	NA	0	0
30	8	17	600	3	2	1	NA	NA	0	0
30	8	18	200	3	2	1	NA	NA	0	0
30	8	19	400	1	2	1	NA	NA	0	0
30	8	20	200	1	2	1	NA	NA	0	0
30	8	21	200	2	2	1	NA	NA	0	0
30	8	22	600	2	2	1	NA	NA	0	0
30	8	23	0	3	2	1	NA	NA	0	0
30	8	24	0	2	2	1	NA	NA	0	0
31	2	1	400	1	2	1	NA	NA	0	0
31	2	2	400	3	2	1	NA	0.2829877	0	1
31	2	3	400	2	2	1	NA	NA	0	0
31	2	4	600	3	2	1	0.4493102	NA	1	0
31	2	5	0	1	2	1	NA	NA	0	0
31	2	6	0	2	2	1	NA	NA	0	0
31	2	7	600	2	2	1	NA	0.1497368	0	1
31	2	8	200	3	2	1	0.3161533	1.0649362	1	1
31	2	9	0	1	2	1	NA	NA	0	0
31	2	10	600	3	2	1	NA	0.1164709	0	1
31	2	11	400	2	2	1	NA	1.6641489	0	1
31	2	12	400	1	2	1	NA	NA	0	0
31	2	13	0	3	2	1	0.515814	0.9650818	1	1
31	2	14	600	2	2	1	NA	NA	0	0
31	2	15	200	1	2	1	NA	NA	0	0
31	2	16	0	2	2	1	NA	NA	0	0
31	2	17	600	1	2	1	NA	NA	0	0
31	2	18	200	2	2	1	NA	NA	0	0
31	2	19	200	2	2	1	NA	NA	0	0
31	2	20	0	3	2	1	0.5657556	NA	1	0
31	2	21	200	1	2	1	NA	NA	0	0
31	2	22	600	1	2	1	NA	NA	0	0
31	2	23	400	3	2	1	0.1497535	NA	1	0
31	2	24	200	3	2	1	0.7820583	NA	1	0
31	6	1	200	2	1	1	NA	NA	0	0
31	6	2	0	1	1	1	NA	NA	0	0
31	6	3	200	2	1	1	NA	NA	0	0
31	6	4	0	2	1	1	NA	NA	0	0
31	6	5	400	1	1	1	NA	0.7653403	0	1
31	6	6	600	2	1	1	NA	NA	0	0
31	6	7	600	1	1	1	NA	NA	0	0
31	6	8	0	1	1	1	NA	NA	0	0
31	6	9	400	3	1	1	0.1663999	NA	1	0
31	6	10	400	3	1	1	0.2163191	NA	1	0
31	6	11	600	3	1	1	NA	0.4825666	0	1
31	6	12	400	2	1	1	0.3993432	NA	1	0
31	6	13	400	1	1	1	NA	NA	0	0
31	6	14	600	2	1	1	NA	NA	0	0
31	6	15	0	3	1	1	0.7487812	NA	1	0
31	6	16	200	1	1	1	NA	NA	0	0
31	6	17	0	3	1	1	NA	0.6489368	0	1
31	6	18	400	2	1	1	NA	NA	0	0
31	6	19	0	2	1	1	0.5657421	NA	1	0
31	6	20	200	3	1	1	0.5324747	NA	1	0
31	6	21	600	3	1	1	0.4825306	NA	1	0
31	6	22	200	3	1	1	NA	0.5990065	0	1
31	6	23	200	1	1	1	NA	NA	0	0
31	6	24	600	1	1	1	NA	NA	0	0
32	4	1	600	1	2	1	0.4825539	NA	1	0
32	4	2	0	1	2	1	0.6323284	NA	1	0
32	4	3	200	1	2	1	0.6655842	NA	1	0
32	4	4	200	3	2	1	NA	0.5324731	0	1
32	4	5	400	3	2	1	0.8153598	0.382719	1	1
32	4	6	400	1	2	1	0.5492388	NA	1	0
32	4	7	600	1	2	1	NA	NA	0	0
32	4	8	200	2	2	1	NA	NA	0	0
32	4	9	200	3	2	1	0.3160212	NA	1	0
32	4	10	600	2	2	1	NA	NA	0	0
32	4	11	0	3	2	1	0.7987117	0.4825788	1	1
32	4	12	400	3	2	1	0.4825712	0.9318277	1	1
32	4	13	200	1	2	1	NA	NA	0	0
32	4	14	600	2	2	1	0.6989606	2.9452585	1	1
32	4	15	400	1	2	1	0.5491215	NA	1	0
32	4	16	0	2	2	1	NA	0.7987394	0	1
32	4	17	400	2	2	1	0.4991552	NA	1	0
32	4	18	200	2	2	1	0.5990271	NA	1	0
32	4	19	600	3	2	1	0.033279	0.7654231	1	1
32	4	20	0	2	2	1	0.8484937	NA	1	0
32	4	21	400	2	2	1	0.5823859	NA	1	0
32	4	22	0	1	2	1	0.7820871	NA	1	0
32	4	23	600	3	2	1	0.3161574	0.7987025	1	1
32	4	24	0	3	2	1	0.7321591	NA	1	0
32	8	1	600	1	1	1	0.4492714	NA	1	0
32	8	2	200	2	1	1	0.5825059	NA	1	0
32	8	3	200	1	1	1	0.5324746	NA	1	0
32	8	4	400	3	1	1	0.3993643	0.8486285	1	1
32	8	5	200	3	1	1	0.8486212	0.5823217	1	1
32	8	6	0	2	1	1	0.7487803	NA	1	0
32	8	7	0	3	1	1	0.6323166	1.0649468	1	1
32	8	8	0	1	1	1	NA	0.6989415	0	1
32	8	9	0	1	1	1	0.7820697	NA	1	0
32	8	10	0	2	1	1	0.9651043	NA	1	0
32	8	11	0	3	1	1	1.0649298	0.7819833	1	1
32	8	12	200	2	1	1	0.3494298	NA	1	0
32	8	13	200	3	1	1	NA	0.5823978	0	1
32	8	14	400	3	1	1	0.7987071	0.3161591	1	1
32	8	15	400	1	1	1	0.7321317	NA	1	0
32	8	16	600	3	1	1	0.0831882	NA	1	0
32	8	17	600	2	1	1	0.4825618	NA	1	0
32	8	18	600	2	1	1	0.4825452	NA	1	0
32	8	19	200	1	1	1	0.5658444	2.9285973	1	1
32	8	20	400	2	1	1	0.416007	NA	1	0
32	8	21	600	3	1	1	0.7986952	0.4326446	1	1
32	8	22	400	1	1	1	0.5989884	NA	1	0
32	8	23	400	2	1	1	0.4825496	NA	1	0
32	8	24	600	1	1	1	0.4492803	NA	1	0
33	2	1	400	1	1	1	NA	NA	0	0
33	2	2	400	3	1	1	NA	NA	0	0
33	2	3	400	2	1	1	NA	NA	0	0
33	2	4	0	3	1	1	NA	NA	0	0
33	2	5	200	1	1	1	NA	NA	0	0
33	2	6	400	2	1	1	NA	NA	0	0
33	2	7	200	3	1	1	NA	NA	0	0
33	2	8	200	2	1	1	NA	NA	0	0
33	2	9	0	1	1	1	NA	NA	0	0
33	2	10	600	2	1	1	NA	NA	0	0
33	2	11	600	3	1	1	NA	NA	0	0
33	2	12	600	3	1	1	NA	NA	0	0
33	2	13	600	1	1	1	NA	NA	0	0
33	2	14	600	1	1	1	NA	NA	0	0
33	2	15	0	2	1	1	NA	NA	0	0
33	2	16	0	3	1	1	NA	NA	0	0
33	2	17	200	2	1	1	NA	NA	0	0
33	2	18	400	3	1	1	NA	NA	0	0
33	2	19	400	1	1	1	NA	NA	0	0
33	2	20	0	1	1	1	NA	NA	0	0
33	2	21	200	1	1	1	NA	NA	0	0
33	2	22	200	3	1	1	NA	NA	0	0
33	2	23	600	2	1	1	NA	NA	0	0
33	2	24	0	2	1	1	NA	NA	0	0
33	6	1	600	2	2	1	NA	NA	0	0
33	6	2	400	2	2	1	NA	NA	0	0
33	6	3	0	1	2	1	NA	NA	0	0
33	6	4	200	3	2	1	NA	NA	0	0
33	6	5	600	3	2	1	NA	NA	0	0
33	6	6	400	1	2	1	NA	NA	0	0
33	6	7	0	2	2	1	NA	NA	0	0
33	6	8	600	1	2	1	NA	NA	0	0
33	6	9	600	1	2	1	NA	NA	0	0
33	6	10	600	2	2	1	NA	NA	0	0
33	6	11	600	3	2	1	NA	NA	0	0
33	6	12	400	3	2	1	NA	NA	0	0
33	6	13	200	3	2	1	NA	NA	0	0
33	6	14	200	2	2	1	NA	NA	0	0
33	6	15	400	3	2	1	NA	NA	0	0
33	6	16	0	3	2	1	NA	NA	0	0
33	6	17	0	3	2	1	NA	NA	0	0
33	6	18	200	2	2	1	NA	NA	0	0
33	6	19	400	2	2	1	NA	NA	0	0
33	6	20	200	1	2	1	NA	NA	0	0
33	6	21	200	1	2	1	NA	NA	0	0
33	6	22	400	1	2	1	NA	NA	0	0
33	6	23	0	2	2	1	NA	NA	0	0
33	6	24	0	1	2	1	NA	NA	0	0
34	4	1	600	1	1	1	NA	NA	0	0
34	4	2	400	1	1	1	NA	NA	0	0
34	4	3	200	3	1	1	NA	NA	0	0
34	4	4	600	3	1	1	NA	NA	0	0
34	4	5	400	3	1	1	NA	NA	0	0
34	4	6	0	2	1	1	NA	NA	0	0
34	4	7	600	2	1	1	NA	NA	0	0
34	4	8	400	1	1	1	NA	NA	0	0
34	4	9	0	1	1	1	NA	NA	0	0
34	4	10	200	1	1	1	NA	NA	0	0
34	4	11	400	2	1	1	NA	NA	0	0
34	4	12	200	2	1	1	NA	NA	0	0
34	4	13	600	1	1	1	NA	NA	0	0
34	4	14	0	3	1	1	NA	0.5990155	0	1
34	4	15	600	3	1	1	NA	NA	0	0
34	4	16	200	2	1	1	NA	NA	0	0
34	4	17	400	3	1	1	NA	NA	0	0
34	4	18	0	2	1	1	NA	NA	0	0
34	4	19	0	1	1	1	NA	NA	0	0
34	4	20	200	3	1	1	NA	NA	0	0
34	4	21	200	1	1	1	NA	NA	0	0
34	4	22	600	2	1	1	0.2329526	NA	1	0
34	4	23	0	3	1	1	NA	NA	0	0
34	4	24	400	2	1	1	NA	NA	0	0
34	8	1	600	2	2	1	NA	NA	0	0
34	8	2	400	3	2	1	0.4825436	NA	1	0
34	8	3	400	2	2	1	NA	NA	0	0
34	8	4	200	1	2	1	NA	NA	0	0
34	8	5	200	2	2	1	NA	NA	0	0
34	8	6	200	1	2	1	NA	NA	0	0
34	8	7	600	1	2	1	NA	NA	0	0
34	8	8	0	2	2	1	NA	NA	0	0
34	8	9	0	1	2	1	NA	NA	0	0
34	8	10	200	3	2	1	NA	NA	0	0
34	8	11	400	2	2	1	NA	NA	0	0
34	8	12	0	3	2	1	NA	NA	0	0
34	8	13	0	3	2	1	0.7986993	NA	1	0
34	8	14	400	3	2	1	NA	NA	0	0
34	8	15	200	2	2	1	NA	NA	0	0
34	8	16	0	1	2	1	NA	NA	0	0
34	8	17	600	1	2	1	NA	NA	0	0
34	8	18	600	2	2	1	NA	NA	0	0
34	8	19	200	3	2	1	NA	NA	0	0
34	8	20	400	1	2	1	NA	NA	0	0
34	8	21	600	3	2	1	NA	NA	0	0
34	8	22	400	1	2	1	NA	NA	0	0
34	8	23	0	2	2	1	NA	NA	0	0
34	8	24	600	3	2	1	NA	NA	0	0
35	2	1	200	1	2	1	NA	1.1481057	0	1
35	2	2	0	1	2	1	0.815396	NA	1	0
35	2	3	0	3	2	1	1.8138564	0.6489405	1	1
35	2	4	600	1	2	1	0.8319713	NA	1	0
35	2	5	200	3	2	1	0.6323966	NA	1	0
35	2	6	400	2	2	1	NA	NA	0	0
35	2	7	0	3	2	1	0.7986938	NA	1	0
35	2	8	400	1	2	1	NA	1.1148598	0	1
35	2	9	400	3	2	1	0.5990276	NA	1	0
35	2	10	0	2	2	1	1.0316395	NA	1	0
35	2	11	600	3	2	1	1.1481495	0.249587	1	1
35	2	12	600	1	2	1	NA	NA	0	0
35	2	13	200	2	2	1	1.2313413	0.3660628	1	1
35	2	14	400	2	2	1	1.048282	NA	1	0
35	2	15	600	2	2	1	NA	0.1331043	0	1
35	2	16	600	2	2	1	0.9652024	0.1331103	1	1
35	2	17	0	2	2	1	1.1813943	NA	1	0
35	2	18	200	1	2	1	NA	NA	0	0
